statename,rank,countryd,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Pennsylvania,15,Brazil,826.18,812,718.76,915.87,0.9727,0.9759,0.9012,1.1869,27.42
Pennsylvania,16,Vietnam,601.98,691.03,803.3,835.74,0.7087,0.8305,1.0072,1.0831,4.04
Pennsylvania,17,Finland,745.71,831.16,748.33,817.78,0.8779,0.999,0.9383,1.0598,9.28
Pennsylvania,18,Australia,482.03,720.49,717.75,780.59,0.5675,0.8659,0.8999,1.0116,8.76
Pennsylvania,19,Belgium,1756.74,1512.86,1284.38,761.45,2.0682,1.8183,1.6104,0.9868,-40.71
Pennsylvania,20,Austria,430.46,396.1,474.75,741.94,0.5068,0.4761,0.5953,0.9615,56.28
Pennsylvania,21,Sweden,935,1086.05,946.86,723.23,1.1008,1.3053,1.1872,0.9373,-23.62
Pennsylvania,22,Norway,730.15,519.17,213.97,702.83,0.8596,0.624,0.2683,0.9108,228.47
Pennsylvania,23,Russia,876.64,1399.77,771.67,678.23,1.0321,1.6824,0.9675,0.8789,-12.11
Pennsylvania,24,Netherlands,741.42,670.26,531.99,660.26,0.8729,0.8056,0.667,0.8557,24.11
Pennsylvania,25,Taiwan,1074.9,772.05,690.43,616.99,1.2655,0.9279,0.8657,0.7996,-10.64
Puerto Rico,0,World,24163.83,23429.11,19595.35,21196.71,1.0654,0.9943,0.8716,0.9689,8.17
Puerto Rico,0,Top 25,22335.14,21449.71,18124.61,20093.14,92.4321,91.5515,92.4945,94.7937,10.86
Puerto Rico,1,Ireland,6104.59,5823.09,5774.75,6393.8,25.2633,24.8541,29.47,30.1641,10.72
Puerto Rico,2,Singapore,3464.32,3616.48,3521.52,2913.61,14.3368,15.4358,17.9712,13.7456,-17.26
Puerto Rico,3,Switzerland,451.11,282.23,215.55,1378.14,1.8669,1.2046,1.1,6.5017,539.36
Puerto Rico,4,"Korea, South",351.98,221.31,323.92,1336.52,1.4566,0.9446,1.6531,6.3053,312.61
Puerto Rico,5,Belgium,433.79,729.07,819.28,929.05,1.7952,3.1118,4.181,4.383,13.4
Puerto Rico,6,Dominican Republic,450.49,555.67,506.24,703.71,1.8643,2.3717,2.5835,3.3199,39.01
Puerto Rico,7,China,829.69,772.07,733.79,698.43,3.4336,3.2953,3.7447,3.295,-4.82
Puerto Rico,8,Lithuania,1063.99,655.92,603.97,575.99,4.4032,2.7996,3.0822,2.7174,-4.63
Puerto Rico,9,Canada,1166.49,492.38,699.3,562.13,4.8274,2.1016,3.5687,2.652,-19.61
Puerto Rico,10,Mexico,403.38,385.42,388.72,458.22,1.6694,1.645,1.9837,2.1617,17.88
Puerto Rico,11,Italy,441.11,227.63,253.08,440.48,1.8255,0.9716,1.2915,2.0781,74.05
Puerto Rico,12,United Kingdom,666.3,735.88,445.17,416.19,2.7574,3.1409,2.2718,1.9635,-6.51
Puerto Rico,13,Trinidad and Tobago,701.44,754.48,461.71,399.66,2.9028,3.2203,2.3562,1.8855,-13.44
Puerto Rico,14,Colombia,269.69,488.41,266.27,384.63,1.1161,2.0846,1.3589,1.8146,44.45
Puerto Rico,15,Japan,2077.53,1968.83,550.27,360.62,8.5977,8.4034,2.8082,1.7013,-34.47
Puerto Rico,16,Netherlands,735.61,750.24,419.7,300.05,3.0442,3.2022,2.1418,1.4155,-28.51
Puerto Rico,17,Germany,370.04,376.25,287.97,297.68,1.5314,1.6059,1.4696,1.4044,3.37
Puerto Rico,18,Russia,215.39,406.54,300.12,286.11,0.8914,1.7352,1.5316,1.3498,-4.67
Puerto Rico,19,India,180.46,245.67,211.29,261.82,0.7468,1.0486,1.0783,1.2352,23.92
Puerto Rico,20,Brazil,981.32,876.31,599.21,247.19,4.0611,3.7403,3.0579,1.1662,-58.75
Puerto Rico,21,France,265.25,292.98,211.13,186.87,1.0977,1.2505,1.0775,0.8816,-11.49
Puerto Rico,22,Spain,279.81,275.11,189.42,178.37,1.158,1.1742,0.9666,0.8415,-5.83
Puerto Rico,23,Peru,46.55,65.42,59.12,164.53,0.1926,0.2792,0.3017,0.7762,178.31
Puerto Rico,24,Costa Rica,152.05,136.86,126.55,123.14,0.6292,0.5841,0.6458,0.581,-2.69
Puerto Rico,25,Venezuela,232.78,315.47,156.54,96.2,0.9633,1.3465,0.7989,0.4538,-38.55
Rhode Island,0,World,9567.98,8357.04,8237.35,8748.39,0.4219,0.3547,0.3664,0.3999,6.2
Rhode Island,0,Top 25,9184.68,7818.62,7870.6,8534.12,95.9939,93.5574,95.5478,97.5507,8.43
Rhode Island,1,Germany,3367.21,2152.77,2358.01,2257.49,35.1925,25.76,28.6258,25.8046,-4.26
Rhode Island,2,China,1369.01,1136.31,1187.61,1186.35,14.3082,13.597,14.4174,13.5607,-0.11
Rhode Island,3,Mexico,1080.26,944.77,1213.99,1153.09,11.2904,11.3051,14.7377,13.1806,-5.02
Rhode Island,4,Japan,50.37,75.7,47.43,841.62,0.5264,0.9058,0.5758,9.6202,1674.3
Rhode Island,5,United Kingdom,751.72,876.45,527.53,540.02,7.8566,10.4875,6.4041,6.1728,2.37
Rhode Island,6,Slovakia,235.81,286.59,347.24,485.43,2.4646,3.4293,4.2154,5.5488,39.8
Rhode Island,7,Canada,383.89,388.47,431.71,405.47,4.0123,4.6484,5.2409,4.6348,-6.08
Rhode Island,8,France,406.15,296.52,155.7,333.37,4.2449,3.5481,1.8902,3.8107,114.11
Rhode Island,9,Hungary,20.48,256.68,376.74,238.73,0.2141,3.0714,4.5736,2.7288,-36.63
Rhode Island,10,Spain,13.84,48.51,159.52,213.94,0.1446,0.5805,1.9365,2.4455,34.11
Rhode Island,11,Costa Rica,155.06,179.12,182.83,148.27,1.6207,2.1434,2.2195,1.6948,-18.9
Rhode Island,12,Ireland,4.1,18.95,5,133.72,0.0429,0.2268,0.0607,1.5286,2573.28
Rhode Island,13,Austria,139.58,113.8,97.91,89.08,1.4588,1.3617,1.1886,1.0182,-9.02
Rhode Island,14,Italy,89.53,87.51,97.73,79.1,0.9357,1.0471,1.1865,0.9042,-19.06
Rhode Island,15,Thailand,106.04,80.52,75.55,73.61,1.1083,0.9635,0.9172,0.8414,-2.57
Rhode Island,16,Netherlands,394.04,386.71,168.87,56.9,4.1183,4.6273,2.0501,0.6504,-66.3
Rhode Island,17,India,117.7,55.05,52.61,51.27,1.2301,0.6587,0.6387,0.5861,-2.55
Rhode Island,18,Switzerland,49.55,49.59,65.66,44.5,0.5178,0.5934,0.7971,0.5087,-32.22
Rhode Island,19,Vietnam,21.04,22.12,37.45,42.41,0.22,0.2647,0.4547,0.4848,13.24
Rhode Island,20,Taiwan,47.84,59.72,49.97,40.16,0.5,0.7146,0.6066,0.459,-19.64
Rhode Island,21,"Korea, South",27.06,27.04,37.21,33.57,0.2828,0.3236,0.4518,0.3837,-9.8
Rhode Island,22,Dominican Republic,27.75,29.77,26.99,27.86,0.29,0.3562,0.3277,0.3184,3.21
Rhode Island,23,Portugal,117.89,67.33,63.95,22.47,1.2322,0.8057,0.7763,0.2568,-64.86
Rhode Island,24,Brazil,43.53,12.32,10.34,18.44,0.455,0.1475,0.1256,0.2107,78.22
Rhode Island,25,Russia,165.22,166.3,93.03,17.28,1.7268,1.9899,1.1294,0.1975,-81.43
South Carolina,0,World,32899.4,37804.58,39032.06,36107.34,1.4506,1.6044,1.7362,1.6504,-7.49
South Carolina,0,Top 25,29174.14,33903.43,34627.22,32330.02,88.6768,89.6808,88.7148,89.5386,-6.63
South Carolina,1,Germany,6924.92,7171.22,7465.76,6593.55,21.0488,18.9692,19.1272,18.261,-11.68
South Carolina,2,China,5007.63,5552.18,5877.39,5923.23,15.221,14.6865,15.0578,16.4045,0.78
South Carolina,3,Mexico,2221.56,3640.77,3446.55,3395.18,6.7526,9.6305,8.8301,9.403,-1.49
South Carolina,4,Canada,2475.61,2847.14,2777.35,2939.51,7.5248,7.5312,7.1156,8.141,5.84
South Carolina,5,Japan,1923.34,2412.35,2622.34,1515.51,5.8461,6.3811,6.7184,4.1972,-42.21
South Carolina,6,France,956.5,1124.21,1082.62,1123.53,2.9073,2.9737,2.7737,3.1116,3.78
South Carolina,7,Austria,891.3,1336.42,1195.3,1081.84,2.7092,3.5351,3.0624,2.9962,-9.49
South Carolina,8,India,719.41,834.93,921.97,840.19,2.1867,2.2085,2.3621,2.3269,-8.87
South Carolina,9,Italy,1193.5,1160.73,1293.66,836.18,3.6277,3.0703,3.3143,2.3158,-35.36
South Carolina,10,United Kingdom,1323.59,914.85,1100.48,735.28,4.0231,2.42,2.8194,2.0364,-33.19
South Carolina,11,Malaysia,448.34,710.12,542.35,696,1.3628,1.8784,1.3895,1.9276,28.33
South Carolina,12,Russia,127.46,585.2,456.8,595.57,0.3874,1.548,1.1703,1.6494,30.38
South Carolina,13,Vietnam,377.19,467.18,576.48,594.42,1.1465,1.2358,1.4769,1.6462,3.11
South Carolina,14,Taiwan,387.23,539.42,563.68,584.22,1.177,1.4269,1.4442,1.618,3.64
South Carolina,15,Netherlands,468.48,513.14,451.66,577.69,1.424,1.3573,1.1572,1.5999,27.9
South Carolina,16,Czech Republic,420.3,511.59,560.82,566.54,1.2775,1.3532,1.4368,1.569,1.02
South Carolina,17,Hungary,252.62,385.65,507.3,563.89,0.7679,1.0201,1.2997,1.5617,11.15
South Carolina,18,Thailand,417.08,407.99,431.45,472,1.2678,1.0792,1.1054,1.3072,9.4
South Carolina,19,"Korea, South",428.24,425.82,423.07,454.35,1.3017,1.1264,1.0839,1.2583,7.39
South Carolina,20,Honduras,290.58,434.1,451.86,443.06,0.8832,1.1483,1.1577,1.2271,-1.95
South Carolina,21,Indonesia,608.77,437.42,425.62,416.65,1.8504,1.157,1.0904,1.1539,-2.11
South Carolina,22,Spain,257.97,235.98,312.08,391.9,0.7841,0.6242,0.7995,1.0854,25.58
South Carolina,23,Brazil,420.33,556.44,480.29,377.78,1.2776,1.4719,1.2305,1.0463,-21.34
South Carolina,24,Belgium,374.8,402.22,387.55,306.63,1.1392,1.0639,0.9929,0.8492,-20.88
South Carolina,25,Switzerland,257.4,296.39,272.8,305.34,0.7824,0.784,0.6989,0.8457,11.93
South Dakota,0,World,998.62,1042.51,1140.36,1031.07,0.044,0.0442,0.0507,0.0471,-9.58
South Dakota,0,Top 25,973.96,1019.73,1120.37,1010.38,97.5307,97.8145,98.2477,97.9926,-9.82
South Dakota,1,Canada,462.13,481.4,543.24,361.49,46.2771,46.1769,47.6375,35.06,-33.46
South Dakota,2,China,133.19,143.36,153.07,198.47,13.3371,13.7511,13.4228,19.2492,29.66
South Dakota,3,Brazil,111.03,141.27,157.98,168.49,11.1188,13.5513,13.8536,16.341,6.65
South Dakota,4,Mexico,65.4,71.06,69.83,72.24,6.549,6.8164,6.1235,7.006,3.45
South Dakota,5,Germany,32.21,21.77,21.21,32.61,3.2251,2.0884,1.8596,3.1623,53.76
South Dakota,6,Japan,26.06,36.91,31.81,28.7,2.6099,3.5404,2.7895,2.784,-9.76
South Dakota,7,Italy,20.76,13.32,14.55,23.06,2.0791,1.2777,1.2758,2.2361,58.47
South Dakota,8,Taiwan,19.91,23.37,25.43,21.29,1.9934,2.2421,2.2299,2.0648,-16.28
South Dakota,9,United Kingdom,5.43,5.73,6.82,13.84,0.5434,0.5499,0.5977,1.342,103.01
South Dakota,10,Netherlands,7.13,4.18,8.34,12.57,0.7141,0.4013,0.7315,1.2194,50.73
South Dakota,11,"Korea, South",4.51,7.14,13.62,11.83,0.4518,0.6853,1.1947,1.1476,-13.14
South Dakota,12,Malaysia,8.12,12.68,10.71,10.39,0.813,1.2162,0.939,1.0078,-2.95
South Dakota,13,France,36.54,12.61,4.28,7.76,3.6586,1.21,0.375,0.7526,81.46
South Dakota,14,India,4.81,6.33,7.02,5.85,0.4816,0.6074,0.6154,0.5672,-16.67
South Dakota,15,Vietnam,4.35,6.23,6.92,5.71,0.4351,0.598,0.6069,0.5538,-17.5
South Dakota,16,Ireland,0.53,1.92,2.68,5.26,0.0533,0.1843,0.2352,0.5103,96.19
South Dakota,17,Spain,4.52,4.92,5.77,4.76,0.4528,0.4715,0.5056,0.4618,-17.43
South Dakota,18,Philippines,5.07,6.8,4.16,4.4,0.5079,0.6526,0.3649,0.427,5.79
South Dakota,19,Thailand,4.09,2.08,2.35,3.73,0.4093,0.1996,0.2062,0.3619,58.71
South Dakota,20,Israel,0.67,2.12,1.25,3.4,0.0667,0.2035,0.1094,0.3298,172.6
South Dakota,21,Poland,0.25,1.09,5.68,3.16,0.0252,0.1048,0.4981,0.3061,-44.44
South Dakota,22,Turkey,0.27,0.06,0.1,3.14,0.0271,0.006,0.0087,0.3041,3065.86
South Dakota,23,Switzerland,5.74,3.46,11.61,3.13,0.5748,0.3322,1.0177,0.3031,-73.07
South Dakota,24,Austria,9.85,6.56,7.25,2.79,0.9864,0.6292,0.6357,0.2709,-61.47
South Dakota,25,Sweden,1.4,3.32,4.72,2.31,0.1402,0.3186,0.4138,0.2239,-51.06
Tennessee,0,World,64983.47,69809.68,76979.53,75285.04,2.8652,2.9626,3.4241,3.4411,-2.2
Tennessee,0,Top 25,62766.31,67438.46,74456.21,72414.49,96.5881,96.6033,96.7221,96.1871,-2.74
Tennessee,1,China,22417.81,25390.04,27189.58,23663.37,34.4977,36.3704,35.3205,31.4317,-12.97
Tennessee,2,Japan,10333.09,8212.33,7244.82,7692.17,15.9011,11.7639,9.4114,10.2174,6.17
Tennessee,3,Mexico,5685.53,6726.94,7231.17,7324.26,8.7492,9.6361,9.3936,9.7287,1.29
Tennessee,4,Ireland,3039.88,4097.09,7002.23,6625.02,4.6779,5.8689,9.0962,8.7999,-5.39
Tennessee,5,Canada,5418.19,5465.92,5772.38,5148.09,8.3378,7.8297,7.4986,6.8381,-10.82
Tennessee,6,Germany,2659.06,2962.73,3193.38,3561.99,4.0919,4.244,4.1483,4.7313,11.54
Tennessee,7,United Kingdom,1349.37,1112.43,1374.71,2075.77,2.0765,1.5935,1.7858,2.7572,51
Tennessee,8,"Korea, South",491.82,810.53,1543.57,2007.25,0.7568,1.1611,2.0052,2.6662,30.04
Tennessee,9,Vietnam,1169.71,1321.33,1567.97,1605.18,1.8,1.8928,2.0369,2.1321,2.37
Tennessee,10,India,1306.63,984.08,1429.67,1599.18,2.0107,1.4097,1.8572,2.1242,11.86
Tennessee,11,Italy,763.55,630.53,885.9,1389.2,1.175,0.9032,1.1508,1.8453,56.81
Tennessee,12,Taiwan,851.01,1020.53,1004.26,1142.21,1.3096,1.4619,1.3046,1.5172,13.74
Tennessee,13,Singapore,508.32,534.77,1095.42,1014.27,0.7822,0.766,1.423,1.3472,-7.41
Tennessee,14,Malaysia,435.41,574.31,619.47,944.79,0.67,0.8227,0.8047,1.255,52.52
Tennessee,15,Indonesia,929.16,944.13,923.64,908.89,1.4298,1.3524,1.1999,1.2073,-1.6
Tennessee,16,Thailand,714.64,957.16,1047.91,883.33,1.0997,1.3711,1.3613,1.1733,-15.71
Tennessee,17,Brazil,405,456.22,633.79,870.73,0.6232,0.6535,0.8233,1.1566,37.38
Tennessee,18,France,1012.52,960.44,963.13,868.5,1.5581,1.3758,1.2512,1.1536,-9.83
Tennessee,19,Switzerland,841.21,883.78,733.6,605.47,1.2945,1.266,0.953,0.8042,-17.47
Tennessee,20,Spain,397.44,667.88,556.22,597.94,0.6116,0.9567,0.7226,0.7942,7.5
Tennessee,21,Netherlands,348.84,492.42,602.19,444.66,0.5368,0.7054,0.7823,0.5906,-26.16
Tennessee,22,Portugal,67.42,231.81,184.99,419.58,0.1038,0.3321,0.2403,0.5573,126.81
Tennessee,23,Philippines,366.34,476.71,438.26,412.67,0.5637,0.6829,0.5693,0.5481,-5.84
Tennessee,24,Belgium,965.58,1207.53,920.1,337.81,1.4859,1.7297,1.1953,0.4487,-63.29
Tennessee,25,Sweden,288.78,316.82,297.84,272.15,0.4444,0.4538,0.3869,0.3615,-8.62
Texas,0,World,311712.67,302865.68,252111.07,229294.26,13.744,12.8531,11.214,10.4806,-9.05
Texas,0,Top 25,279125.03,275167.61,229116.94,209606.96,89.5456,90.8547,90.8794,91.414,-8.52
Texas,1,Mexico,94677.61,90770.39,84016.6,81006.69,30.3734,29.9705,33.3252,35.3287,-3.58
Texas,2,China,42830.76,45507.97,40979.69,36644.4,13.7405,15.0258,16.2546,15.9814,-10.58
Texas,3,Canada,14606.61,17467.86,15953.88,15228.39,4.6859,5.7675,6.3281,6.6414,-4.55
Texas,4,"Korea, South",9322.29,10621.42,10330.2,7229.4,2.9907,3.507,4.0975,3.1529,-30.02
Texas,5,Germany,8074.76,8751.13,8531.53,6724.5,2.5905,2.8894,3.384,2.9327,-21.18
Texas,6,Saudi Arabia,22559.71,19089.19,7643.94,6308.58,7.2373,6.3029,3.032,2.7513,-17.47
Texas,7,Vietnam,1650.09,2371.54,5094.01,5823.55,0.5294,0.783,2.0205,2.5398,14.32
Texas,8,Malaysia,3421.82,3497.79,3511.88,5277.88,1.0977,1.1549,1.393,2.3018,50.29
Texas,9,Japan,6766.1,6356.53,6353.86,4929.2,2.1706,2.0988,2.5203,2.1497,-22.42
Texas,10,Venezuela,16209.96,15225.85,7510.98,4855.19,5.2003,5.0273,2.9792,2.1175,-35.36
Texas,11,Brazil,4615.72,5391.39,4345.79,4052.95,1.4808,1.7801,1.7238,1.7676,-6.74
Texas,12,United Kingdom,4824.01,5204.85,4770.97,3614.37,1.5476,1.7185,1.8924,1.5763,-24.24
Texas,13,Thailand,3014.49,2894.06,2929.72,3350.9,0.9671,0.9556,1.1621,1.4614,14.38
Texas,14,Italy,2619.36,2931.1,2920.75,2967.85,0.8403,0.9678,1.1585,1.2943,1.61
Texas,15,France,3187.65,3428.35,3321.62,2851.23,1.0226,1.132,1.3175,1.2435,-14.16
Texas,16,Russia,8741.8,6243.75,3473.05,2589.87,2.8044,2.0616,1.3776,1.1295,-25.43
Texas,17,India,4288.54,4050.9,3331,2390.5,1.3758,1.3375,1.3212,1.0425,-28.23
Texas,18,Colombia,7452.53,5481.77,2413.31,2387.21,2.3908,1.81,0.9572,1.0411,-1.08
Texas,19,Taiwan,2928.79,2921.11,2356.6,2331.99,0.9396,0.9645,0.9347,1.017,-1.04
Texas,20,Iraq,5409.73,3574.12,1598.82,2241.76,1.7355,1.1801,0.6342,0.9777,40.21
Texas,21,Ireland,1085.45,1320.19,1610.76,2066.93,0.3482,0.4359,0.6389,0.9014,28.32
Texas,22,Netherlands,1810.65,2302.18,1791.87,1322.94,0.5809,0.7601,0.7107,0.577,-26.17
Texas,23,Spain,1036.65,1336.26,1292.31,1278.81,0.3326,0.4412,0.5126,0.5577,-1.04
Texas,24,Kuwait,6435.45,6811.25,1737.3,1071.29,2.0645,2.2489,0.6891,0.4672,-38.34
Texas,25,Belgium,1554.5,1616.66,1296.5,1060.58,0.4987,0.5338,0.5143,0.4625,-18.2
Utah,0,World,10638.67,11131.87,12101.45,12989.24,0.4691,0.4724,0.5383,0.5937,7.34
Utah,0,Top 25,9908.91,10429.09,11350.4,12339.64,93.1405,93.6868,93.7938,94.9989,8.72
Utah,1,Mexico,3470.08,3126.82,3337.63,3309.82,32.6176,28.0889,27.5805,25.4813,-0.83
Utah,2,Canada,1656.34,1684.69,1822.3,2002.93,15.569,15.1339,15.0586,15.4199,9.91
Utah,3,China,1887.43,2010.24,2231.71,1991.95,17.7412,18.0584,18.4417,15.3354,-10.74
Utah,4,Brazil,111.16,579.06,715.69,1116.42,1.0449,5.2018,5.9141,8.595,55.99
Utah,5,Peru,831.44,428.66,352.92,988.42,7.8153,3.8507,2.9163,7.6095,180.07
Utah,6,Taiwan,326.26,374.13,493.24,365.23,3.0667,3.3609,4.0759,2.8118,-25.95
Utah,7,Colombia,84.18,341.91,328.13,331.5,0.7912,3.0715,2.7115,2.5521,1.03
Utah,8,Nicaragua,0.65,65.17,205.86,234.27,0.0061,0.5855,1.7011,1.8036,13.81
Utah,9,Guatemala,418.3,366.01,309.39,230.79,3.9319,3.288,2.5566,1.7768,-25.4
Utah,10,Germany,198.26,195.35,188.9,195.15,1.8636,1.7548,1.5609,1.5024,3.31
Utah,11,France,110.54,196.67,173,181.74,1.0391,1.7667,1.4296,1.3992,5.06
Utah,12,Japan,137.35,145.5,174.37,170.15,1.2911,1.3071,1.4409,1.3099,-2.42
Utah,13,Vietnam,57.7,74.36,132.71,159.95,0.5424,0.668,1.0966,1.2314,20.53
Utah,14,Malaysia,51.62,55.46,69,150.54,0.4852,0.4982,0.5702,1.159,118.17
Utah,15,Italy,91.4,104.5,126.63,133.55,0.8591,0.9387,1.0464,1.0281,5.46
Utah,16,"Korea, South",82.43,79.84,105.95,128.13,0.7748,0.7172,0.8755,0.9864,20.94
Utah,17,United Kingdom,67.39,78.89,91.49,111.69,0.6334,0.7087,0.756,0.8598,22.08
Utah,18,India,65.05,116.6,85.08,98.6,0.6115,1.0474,0.7031,0.7591,15.88
Utah,19,Honduras,1.49,99.31,98.32,94.09,0.014,0.8921,0.8125,0.7244,-4.3
Utah,20,Argentina,60.46,59.5,47.46,87.95,0.5683,0.5345,0.3922,0.6771,85.31
Utah,21,Austria,50.47,51.4,67.54,57.73,0.4744,0.4617,0.5581,0.4444,-14.53
Utah,22,Israel,29.11,33.44,38.12,54.16,0.2737,0.3004,0.315,0.4169,42.05
Utah,23,Switzerland,51.78,62.05,48.47,51.81,0.4867,0.5574,0.4006,0.3989,6.89
Utah,24,Ireland,37.23,43.94,52.62,47.45,0.35,0.3947,0.4348,0.3653,-9.83
Utah,25,Spain,30.78,55.6,53.86,45.61,0.2893,0.4995,0.4451,0.3512,-15.31
Virginia,0,World,22383.13,24317.64,25064.55,25872.7,0.9869,1.032,1.1149,1.1826,3.22
Virginia,0,Top 25,19273.27,21221.73,22195.78,22712.06,86.1062,87.2689,88.5545,87.7839,2.33
Virginia,1,China,5043.21,5862.81,6917.66,7069.85,22.5313,24.1093,27.5994,27.3255,2.2
Virginia,2,Germany,1703.24,1699.45,1707.07,2110.94,7.6095,6.9885,6.8107,8.1589,23.66
Virginia,3,Canada,1837.65,1856.4,1808.26,1919.7,8.21,7.634,7.2144,7.4198,6.16
Virginia,4,Japan,1694.93,1387.86,1259.71,1222.43,7.5723,5.7072,5.0259,4.7248,-2.96
Virginia,5,Malaysia,1032.74,1104.2,1188.47,1084.76,4.6139,4.5407,4.7417,4.1927,-8.73
Virginia,6,Italy,654.26,840.46,738.06,869.27,2.923,3.4562,2.9446,3.3598,17.78
Virginia,7,Austria,664.28,801.34,790.8,805.14,2.9678,3.2953,3.155,3.1119,1.81
Virginia,8,India,798.43,728.8,754.28,794.14,3.5671,2.997,3.0093,3.0694,5.28
Virginia,9,Mexico,573.29,740.46,927.52,782.86,2.5613,3.0449,3.7005,3.0258,-15.6
Virginia,10,United Kingdom,907.55,1327.66,1199.8,769.95,4.0546,5.4597,4.7868,2.9759,-35.83
Virginia,11,Vietnam,471.69,552.17,649.16,757.64,2.1073,2.2706,2.59,2.9283,16.71
Virginia,12,France,350.94,374.62,439.82,650.69,1.5679,1.5405,1.7548,2.515,47.94
Virginia,13,Indonesia,508.25,613.64,477.58,488.04,2.2707,2.5234,1.9054,1.8863,2.19
Virginia,14,Brazil,503.83,675.13,442.45,443.62,2.2509,2.7763,1.7652,1.7146,0.26
Virginia,15,"Korea, South",191.11,265.89,397.44,421.92,0.8538,1.0934,1.5856,1.6308,6.16
Virginia,16,Israel,343.16,407.85,481.6,383.79,1.5331,1.6772,1.9215,1.4834,-20.31
Virginia,17,Taiwan,233.68,257.94,312.61,309.36,1.044,1.0607,1.2472,1.1957,-1.04
Virginia,18,Singapore,597.3,347.85,290.84,284.32,2.6685,1.4304,1.1604,1.0989,-2.24
Virginia,19,Spain,225.73,215.31,211.01,265.54,1.0085,0.8854,0.8419,1.0263,25.84
Virginia,20,Thailand,209.66,212.05,197.52,248.65,0.9367,0.872,0.788,0.961,25.89
Virginia,21,Turkey,225.91,238.3,242.82,241.7,1.0093,0.9799,0.9688,0.9342,-0.46
Virginia,22,Switzerland,174.96,212.42,222.44,223.84,0.7817,0.8735,0.8875,0.8652,0.63
Virginia,23,Guatemala,81.06,115.71,207.92,189.19,0.3622,0.4758,0.8295,0.7312,-9.01
Virginia,24,Nicaragua,34.02,155.27,177.8,188.67,0.152,0.6385,0.7094,0.7292,6.11
Virginia,25,Netherlands,212.36,228.14,153.14,186.07,0.9488,0.9382,0.611,0.7192,21.5
Virgin Islands,0,World,461.51,687.34,130.86,591.38,0.0203,0.0292,0.0058,0.027,351.9
Virgin Islands,0,Top 25,290.74,238.4,97.76,572.92,62.9978,34.6848,74.6997,96.8791,486.08
Virgin Islands,1,Brazil,10.22,0.28,0.53,106.38,2.2145,0.0412,0.4085,17.9891,19800.67
Virgin Islands,2,Colombia,40.72,0.18,0.24,81.27,8.8226,0.0262,0.1853,13.7429,33414.86
Virgin Islands,3,India,5.7,30.93,3.04,76.51,1.2348,4.5002,2.3201,12.9374,2419.86
Virgin Islands,4,Nigeria,0,0,0,62.76,0,0,0,10.6128,0
Virgin Islands,5,Spain,0.35,97.86,0.32,28.2,0.076,14.2369,0.2408,4.7688,8851.26
Virgin Islands,6,Italy,8.67,3.99,5.39,27.77,1.8794,0.58,4.1211,4.6957,414.91
Virgin Islands,7,Russia,0,0.01,0,26.7,0,0.0021,0,4.5151,0
Virgin Islands,8,Netherlands,59.43,7.88,7.65,23.28,12.8765,1.1461,5.8491,3.9371,204.18
Virgin Islands,9,Canada,21.28,6.21,5.65,18.18,4.6114,0.9034,4.3151,3.0745,221.98
Virgin Islands,10,Portugal,0,0,0.18,17.88,0.0007,0.0007,0.1389,3.0228,9731.14
Virgin Islands,11,China,8.61,11.41,10.29,17.45,1.8665,1.6603,7.8643,2.9505,69.54
Virgin Islands,12,Trinidad and Tobago,10.08,9.68,2.55,14.97,2.1838,1.4078,1.9467,2.5316,487.7
Virgin Islands,13,Dominican Republic,22.06,28.74,10.49,13.27,4.7792,4.1808,8.0179,2.2431,26.42
Virgin Islands,14,Venezuela,58.45,0.09,0.03,10.8,12.6655,0.0129,0.0259,1.8255,31796.95
Virgin Islands,15,Switzerland,10.91,12.61,11.97,8.26,2.3637,1.8341,9.1489,1.397,-30.99
Virgin Islands,16,France,5.14,4.26,5,7.72,1.1136,0.6204,3.8208,1.3057,54.43
Virgin Islands,17,"Korea, South",0.19,0.26,0.28,7.02,0.0412,0.0373,0.2152,1.1868,2391.87
Virgin Islands,18,Hong Kong,7.38,5.64,6.45,6.89,1.5986,0.8208,4.9317,1.1649,6.74
Virgin Islands,19,Mexico,5.24,5.35,5.26,4.19,1.1358,0.778,4.0158,0.7092,-20.2
Virgin Islands,20,Nicaragua,0,0.12,1.53,2.4,0,0.0181,1.1675,0.4062,57.22
Virgin Islands,21,St Lucia,0.04,0.1,9.78,2.37,0.0091,0.0152,7.4726,0.4004,-75.79
Virgin Islands,22,Finland,0,0,0.06,2.31,0,0,0.0479,0.3904,3586.97
Virgin Islands,23,Israel,3.51,3.77,9.24,2.21,0.7601,0.5489,7.0604,0.3731,-76.12
Virgin Islands,24,Guatemala,2.95,2.92,0.59,2.07,0.6388,0.4242,0.449,0.3496,251.85
Virgin Islands,25,El Salvador,9.81,6.11,1.23,2.06,2.1261,0.8894,0.9361,0.3488,68.36
Vermont,0,World,4949.23,4764.55,4062.88,3704.33,0.2182,0.2022,0.1807,0.1693,-8.83
Vermont,0,Top 25,4791.29,4628.66,3933.55,3591.66,96.8087,97.1479,96.8167,96.9584,-8.69
Vermont,1,Canada,3775.8,3723.58,2918.21,2560.16,76.2907,78.1516,71.8262,69.1125,-12.27
Vermont,2,China,280.71,226.2,265.49,248.18,5.6718,4.7475,6.5346,6.6998,-6.52
