statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Oregon,"[-120.21240234375001,43.76315996157264]",12,Australia,"[134.560546875,-25.641526373065755]",360.09,413.95,436.42,324.45,1.9325,1.9817,2.1728,1.4915,-25.66
Oregon,"[-120.21240234375001,43.76315996157264]",8,Singapore,"[103.84552001953125,1.3154972002419345]",359.38,335.87,423.41,568.49,1.9287,1.6079,2.108,2.6134,34.26
Virginia,"[-78.62091064453125, 37.67077737288316]",13,Saudi Arabia,"[46.23046874999999,24.206889622398023]",358.5,394.81,364.32,287.05,2.0032,2.0361,2.0466,1.7596,-21.21
Maryland,"[-76.83425903320312,39.470125122358176]",17,Egypt,"[30.25634765625,26.54922257769204]",356.07,621.97,380.4,147.62,3.0312,5.0863,3.7844,1.5284,-61.19
Georgia,"[-83.419189453125,32.99023555965106]",25,Spain,"[-3.076171875,40.27952566881291]",355.12,359.17,305.34,283.89,0.945,0.9113,0.7911,0.7964,-7.03
South Carolina,"[-80.9197998046875, 33.904616008362325]",20,India,"[78.662109375,22.228090416784486]",351.97,386.2,380.6,349.46,1.3362,1.2972,1.2282,1.1157,-8.18
Minnesota,"[-94.02099609375,46.30899569419859]",12,Ireland,"[-7.745361328125,53.225768435790194]",350.94,410.93,390.47,398.38,1.6904,1.9204,1.9508,2.0746,2.03
Oregon,"[-120.21240234375001,43.76315996157264]",22,Brazil,"[-51.240234375,-9.44906182688142]",348.49,317.28,265.79,133.95,1.8702,1.5189,1.3233,0.6158,-49.6
Mississippi,"[-90.010986328125,32.8149783969858]",17,Singapore,"[103.84552001953125,1.3154972002419345]",347.98,126.54,123.71,138.27,2.8029,1.1018,1.1403,1.3175,11.77
Mississippi,"[-90.010986328125,32.8149783969858]",8,Belgium,"[4.7515869140625,50.73297844827752]",343.58,329.61,337.05,399.9,2.7674,2.8699,3.1069,3.8105,18.65
North Carolina,"[-79.530029296875,35.55010533588552]",19,Singapore,"[103.84552001953125,1.3154972002419345]",343.04,388.73,425.57,371.4,1.1689,1.2372,1.4091,1.2314,-12.73
Utah,"[-111.6046142578125, 39.24501680713314]",10,"Korea, South","[128.056640625,36.527294814546245]",341.07,403.69,376.79,318.32,2.117,3.3024,2.8312,2.6356,-15.52
Colorado,"[-105.677490234375,39.198205348894795]",5,"Korea, South","[128.056640625,36.527294814546245]",340.5,334.93,332.83,400,3.9848,4.0045,4.1864,5.2769,20.18
Oklahoma,"[-97.49267578125,35.65729624809628]",5,Japan,"[138.8671875,36.4566360115962]",339.67,309.1,227.98,229.07,4.9086,4.9,4.3419,4.5379,0.48
Georgia,"[-83.419189453125,32.99023555965106]",21,Vietnam,"[108.43505859374999,14.32825967774278]",338.42,367.39,405.31,359.07,0.9006,0.9322,1.0502,1.0074,-11.41
Oregon,"[-120.21240234375001,43.76315996157264]",14,Mexico,"[-102.3046875,23.926013033021192]",335.93,375.28,406.68,308.73,1.8028,1.7966,2.0247,1.4193,-24.09
Vermont,"[-72.740478515625, 44.03824429423549]",2,Hong Kong,"[114.13970947265625,22.403410892712124]",333.76,333.23,301.54,352.38,8.2889,9.0807,9.478,11.7862,16.86
Iowa,"[-93.55957031249999,42.05745022024682]",7,France,"[2.28515625,47.15984001304432]",332.72,323.02,329.86,275.73,2.3931,2.1376,2.4926,2.2759,-16.41
Pennsylvania,"[-78.28857421875,41.09591205639546]",17,Turkey,"[35.859375,39.36827914916014]",331.93,233.62,362.3,463.28,0.806,0.5781,0.9187,1.2698,27.87
West Virginia,"[-80.71380615234375, 38.732661120482334]",15,Turkey,"[35.859375,39.36827914916014]",331.83,189.94,64.33,88.07,3.8003,2.5002,1.1029,1.7455,36.89
West Virginia,"[-80.71380615234375, 38.732661120482334]",7,Japan,"[138.8671875,36.4566360115962]",330.68,293.84,324.87,244.86,3.7872,3.8679,5.5694,4.8531,-24.63
Colorado,"[-105.677490234375,39.198205348894795]",8,Switzerland,"[8.3880615234375,46.76620587423741]",328.96,234.46,249.98,230.35,3.8497,2.8033,3.1443,3.0388,-7.85
Missouri,"[-92.515869140625,38.151837403006766]",6,Germany,"[10.17333984375,51.12421275782688]",327.73,406.36,485.36,459.34,2.5291,2.8638,3.5564,3.2964,-5.36
Ohio,"[-82.6611328125,40.40513069752789]",21,Thailand,"[101.35986328125,15.813395760460585]",327.4,390.35,425.99,314.25,0.6414,0.7415,0.8327,0.6374,-26.23
Kentucky,"[-85.26489257812499,37.501010429493284]",17,Australia,"[134.560546875,-25.641526373065755]",326.26,379.87,368.36,342.66,1.2839,1.3685,1.3325,1.1735,-6.98
Kansas,"[-98.19580078125,38.53957267203905]",13,Nigeria,"[8.020019531249998,9.362352822055605]",326.08,289.26,304.63,160.4,2.6172,2.4061,2.8496,1.5755,-47.34
West Virginia,"[-80.71380615234375, 38.732661120482334]",9,Mexico,"[-102.3046875,23.926013033021192]",323.66,238.86,184.37,179.46,3.7067,3.1442,3.1607,3.557,-2.66
Kansas,"[-98.19580078125,38.53957267203905]",6,Germany,"[10.17333984375,51.12421275782688]",322.65,335,308.22,367.75,2.5897,2.7866,2.8832,3.612,19.31
Tennessee,"[-85.98175048828124, 35.980228800645676]",21,Taiwan,"[120.9375,23.725011735951796]",322.6,316.79,256.97,263.96,0.9934,0.9527,0.7885,0.8398,2.72
Missouri,"[-92.515869140625,38.151837403006766]",8,United Kingdom,"[-2.0654296875,54.16243396806779]",322.17,357.19,363.89,301.88,2.4862,2.5173,2.6663,2.1664,-17.04
Pennsylvania,"[-78.28857421875,41.09591205639546]",22,Switzerland,"[8.3880615234375,46.76620587423741]",319.45,340.38,369.43,313.7,0.7757,0.8423,0.9368,0.8598,-15.09
Michigan,"[-84.638671875,44.84029065139799]",25,Chile,"[-71.3671875,-35.46066995149529]",319.16,283.13,247.37,184.74,0.5373,0.4918,0.4585,0.3376,-25.32
Connecticut,"[-72.6800537109375,41.67086022030498]",15,Brazil,"[-51.240234375,-9.44906182688142]",318.08,308.87,244.62,213.86,1.9363,1.935,1.6049,1.4857,-12.58
Georgia,"[-83.419189453125,32.99023555965106]",23,Chile,"[-71.3671875,-35.46066995149529]",316.63,297.35,415.02,339.09,0.8426,0.7545,1.0753,0.9513,-18.29
West Virginia,"[-80.71380615234375, 38.732661120482334]",8,India,"[78.662109375,22.228090416784486]",314.03,184.9,223.05,220.49,3.5964,2.4339,3.8238,4.3702,-1.15
Mississippi,"[-90.010986328125,32.8149783969858]",16,Colombia,"[-73.037109375,3.8204080831949407]",313.07,199.6,227.01,143.35,2.5217,1.7379,2.0926,1.366,-36.85
Connecticut,"[-72.6800537109375,41.67086022030498]",21,Malaysia,"[102.3486328125,3.5134210456400448]",311.5,139.78,113.14,116.57,1.8963,0.8757,0.7423,0.8098,3.03
Utah,"[-111.6046142578125, 39.24501680713314]",18,India,"[78.662109375,22.228090416784486]",311.29,240.35,201.9,101.46,1.9321,1.9662,1.5171,0.8401,-49.75
Maryland,"[-76.83425903320312,39.470125122358176]",9,Belgium,"[4.7515869140625,50.73297844827752]",310.98,449.88,340.66,410.68,2.6474,3.679,3.3891,4.2521,20.55
Michigan,"[-84.638671875,44.84029065139799]",15,Netherlands,"[5.537109374999999,52.02545860348814]",308.28,356.61,335.05,335.8,0.519,0.6194,0.621,0.6137,0.22
Virginia,"[-78.62091064453125, 37.67077737288316]",22,Indonesia,"[120.234375,-2.0210651187669897]",308.1,307.83,229.23,170.98,1.7216,1.5875,1.2877,1.0481,-25.41
North Carolina,"[-79.530029296875,35.55010533588552]",22,Taiwan,"[120.9375,23.725011735951796]",305.54,273.07,258.35,275.09,1.0411,0.8691,0.8554,0.9121,6.48
Colorado,"[-105.677490234375,39.198205348894795]",9,Netherlands,"[5.537109374999999,52.02545860348814]",304.48,341.14,290.08,228.37,3.5632,4.0789,3.6486,3.0127,-21.27
Maryland,"[-76.83425903320312,39.470125122358176]",6,Netherlands,"[5.537109374999999,52.02545860348814]",304.26,425.11,436.41,465.38,2.5902,3.4764,4.3416,4.8185,6.64
Massachusetts,"[-72.0703125,42.32606244456202]",20,Malaysia,"[102.3486328125,3.5134210456400448]",303.61,264.86,249.71,257.1,1.1323,0.9672,0.9874,0.993,2.96
Alabama,"[-86.3092803955078,32.36662317982762]",10,Australia,"[134.560546875,-25.641526373065755]",301.18,288.4,266.87,297.87,1.5604,1.4828,1.3807,1.4586,11.61
Unidentified,"[-126.71630859375, 40.98819156349393]",21,Taiwan,"[120.9375,23.725011735951796]",300.17,298.36,285.51,288.68,0.6294,0.6086,0.6104,0.6308,1.11
Massachusetts,"[-72.0703125,42.32606244456202]",18,India,"[78.662109375,22.228090416784486]",297.28,302.69,288.51,306.4,1.1088,1.1054,1.1408,1.1834,6.2
Kentucky,"[-85.26489257812499,37.501010429493284]",19,Taiwan,"[120.9375,23.725011735951796]",296.57,220.11,147.17,174.26,1.167,0.793,0.5324,0.5968,18.4
Nebraska,"[-99.7998046875,41.812267143599804]",5,"Korea, South","[128.056640625,36.527294814546245]",294.99,357.49,360,412.89,3.9901,4.5311,5.4026,6.4712,14.69
West Virginia,"[-80.71380615234375, 38.732661120482334]",12,Ukraine,"[31.772460937500004,49.210420445650286]",293.57,275.6,221.08,119.86,3.3621,3.6277,3.7901,2.3756,-45.79
Oregon,"[-120.21240234375001,43.76315996157264]",10,Philippines,"[122.87109375,11.39387923296741]",293.14,456.57,264.63,365.08,1.5732,2.1857,1.3175,1.6783,37.96
Iowa,"[-93.55957031249999,42.05745022024682]",8,"Korea, South","[128.056640625,36.527294814546245]",292.83,366.42,347.38,266.71,2.1062,2.4248,2.625,2.2014,-23.22
Illinois,"[-89.000244140625,40.10328591293439]",21,Switzerland,"[8.3880615234375,46.76620587423741]",291.71,367.28,525.72,441.72,0.4406,0.537,0.8292,0.7392,-15.98
Iowa,"[-93.55957031249999,42.05745022024682]",10,United Kingdom,"[-2.0654296875,54.16243396806779]",291.28,383.69,289.23,243.3,2.095,2.539,2.1855,2.0082,-15.88
Tennessee,"[-85.98175048828124, 35.980228800645676]",18,Italy,"[13.0078125,42.5530802889558]",290.61,348.86,260.45,295.2,0.8949,1.0492,0.7992,0.9392,13.34
Virginia,"[-78.62091064453125, 37.67077737288316]",17,France,"[2.28515625,47.15984001304432]",290.46,245.66,281.08,223.68,1.623,1.2669,1.579,1.3712,-20.42
West Virginia,"[-80.71380615234375, 38.732661120482334]",10,Germany,"[10.17333984375,51.12421275782688]",289.86,259.05,190.15,166.4,3.3196,3.4099,3.2598,3.2981,-12.49
Wisconsin,"[-89.77203369140625, 44.70575417971902]",13,India,"[78.662109375,22.228090416784486]",289.43,229.58,215.15,248.24,1.2524,0.98,0.9588,1.1809,15.38
Oklahoma,"[-97.49267578125,35.65729624809628]",3,Germany,"[10.17333984375,51.12421275782688]",289.26,210.89,279.1,369.04,4.1802,3.3431,5.3155,7.3107,32.22
Tennessee,"[-85.98175048828124, 35.980228800645676]",23,Colombia,"[-73.037109375,3.8204080831949407]",289.26,347.09,252.74,222.82,0.8907,1.0439,0.7756,0.7089,-11.84
Tennessee,"[-85.98175048828124, 35.980228800645676]",13,Hong Kong,"[114.13970947265625,22.403410892712124]",289.22,289.54,323.34,481.44,0.8906,0.8708,0.9922,1.5316,48.89
Alaska,"[-151.611328125,65.25670649344259]",5,Germany,"[10.17333984375,51.12421275782688]",289.08,322.85,279.24,256.92,6.3846,6.3165,6.0446,5.9096,-7.99
New Mexico,"[-105.97412109375,34.32529192442733]",5,Canada,"[-105.64453124999999,57.61010702068388]",288.92,231.63,188.25,138.73,10.598,6.0928,4.9786,3.82,-26.31
Unidentified,"[-126.71630859375, 40.98819156349393]",20,India,"[78.662109375,22.228090416784486]",288.71,279.68,321.23,313.23,0.6054,0.5705,0.6867,0.6844,-2.49
Mississippi,"[-90.010986328125,32.8149783969858]",6,Honduras,"[-86.824951171875,14.753635331540442]",288.61,531.53,377.68,418.74,2.3247,4.6281,3.4815,3.99,10.87
Ohio,"[-82.6611328125,40.40513069752789]",25,Malaysia,"[102.3486328125,3.5134210456400448]",287.85,276.94,299.06,240.78,0.5639,0.5261,0.5846,0.4884,-19.49
Iowa,"[-93.55957031249999,42.05745022024682]",13,Netherlands,"[5.537109374999999,52.02545860348814]",287.81,264.57,202.44,167.91,2.0701,1.7508,1.5297,1.3859,-17.06
Oregon,"[-120.21240234375001,43.76315996157264]",11,United Kingdom,"[-2.0654296875,54.16243396806779]",287.09,275.65,376.63,345.08,1.5407,1.3196,1.8751,1.5864,-8.38
West Virginia,"[-80.71380615234375, 38.732661120482334]",3,Belgium,"[4.7515869140625,50.73297844827752]",285.75,230.14,226.73,288.57,3.2725,3.0294,3.887,5.7194,27.27
Delaware,"[-75.45135498046875,38.982897808179985]",17,Netherlands,"[5.537109374999999,52.02545860348814]",284.35,184.19,229.94,62.67,5.3377,3.4968,4.2519,1.3827,-72.75
South Carolina,"[-80.9197998046875, 33.904616008362325]",23,Taiwan,"[120.9375,23.725011735951796]",282.79,210.57,219.74,269.05,1.0736,0.7073,0.7091,0.859,22.44
South Carolina,"[-80.9197998046875, 33.904616008362325]",12,Singapore,"[103.84552001953125,1.3154972002419345]",279.75,372.75,1116.25,559.5,1.062,1.252,3.6021,1.7863,-49.88
Wisconsin,"[-89.77203369140625, 44.70575417971902]",14,Italy,"[13.0078125,42.5530802889558]",279.18,309.01,311.76,242.09,1.208,1.3191,1.3894,1.1516,-22.35
Maryland,"[-76.83425903320312,39.470125122358176]",8,Germany,"[10.17333984375,51.12421275782688]",278.91,336.97,377.96,416.14,2.3744,2.7557,3.7602,4.3087,10.1
Ohio,"[-82.6611328125,40.40513069752789]",23,Indonesia,"[120.234375,-2.0210651187669897]",278.67,187.97,274.2,278.34,0.5459,0.3571,0.536,0.5646,1.51
Puerto Rico,"[-66.533203125,18.2397859708389]",14,Ireland,"[-7.745361328125,53.225768435790194]",278.39,279.27,228.29,348.79,1.3943,1.377,1.1313,1.7539,52.79
Pennsylvania,"[-78.28857421875,41.09591205639546]",23,South Africa,"[24.0380859375,-28.478348692223175]",274.92,359.37,332.5,284.11,0.6676,0.8893,0.8431,0.7787,-14.55
Colorado,"[-105.677490234375,39.198205348894795]",6,Malaysia,"[102.3486328125,3.5134210456400448]",274.3,337.07,356.02,366.65,3.21,4.0302,4.478,4.8369,2.99
Arkansas,"[-92.28515625,35.06597313798418]",12,Hong Kong,"[114.13970947265625,22.403410892712124]",273.72,117.21,100.38,112.57,3.8225,1.707,1.7102,1.9723,12.14
Idaho,"[-114.521484375,44.37098696297173]",6,Mexico,"[-102.3046875,23.926013033021192]",273.3,301.01,264.09,235.88,4.7207,5.8588,6.1491,4.8369,-10.68
Unidentified,"[-126.71630859375, 40.98819156349393]",23,Honduras,"[-86.824951171875,14.753635331540442]",272.39,306.44,269.44,249.2,0.5712,0.6251,0.576,0.5445,-7.51
Minnesota,"[-94.02099609375,46.30899569419859]",17,Thailand,"[101.35986328125,15.813395760460585]",271.56,259.03,256.96,226.36,1.3081,1.2106,1.2837,1.1788,-11.91
Maryland,"[-76.83425903320312,39.470125122358176]",20,United Arab Emirates,"[54.4921875,23.75518176611264]",271.14,215.88,174.07,123.6,2.3082,1.7654,1.7317,1.2797,-28.99
Missouri,"[-92.515869140625,38.151837403006766]",12,Brazil,"[-51.240234375,-9.44906182688142]",270.87,296.24,294.81,176.73,2.0903,2.0877,2.1602,1.2683,-40.06
Utah,"[-111.6046142578125, 39.24501680713314]",12,Switzerland,"[8.3880615234375,46.76620587423741]",268.48,254.72,219.06,209.03,1.6664,2.0838,1.646,1.7307,-4.58
Maryland,"[-76.83425903320312,39.470125122358176]",12,France,"[2.28515625,47.15984001304432]",267.92,231.27,227.23,324.84,2.2808,1.8912,2.2606,3.3633,42.96
Ohio,"[-82.6611328125,40.40513069752789]",22,Sweden,"[17.7099609375,64.79284777557432]",266.87,254.63,203.54,308,0.5228,0.4837,0.3979,0.6248,51.32
New Hampshire,"[-71.575927734375,43.68773584519811]",3,China,"[106.435546875,34.23451236236987]",265.79,298.46,282.27,301.53,7.5701,7.0505,7.0543,7.2779,6.82
Michigan,"[-84.638671875,44.84029065139799]",21,Argentina,"[-63.984375,-35.6037187406973]",265.35,381.49,280.12,243.9,0.4467,0.6626,0.5192,0.4458,-12.93
Virginia,"[-78.62091064453125, 37.67077737288316]",18,Australia,"[134.560546875,-25.641526373065755]",264.76,245.58,259.79,222.77,1.4794,1.2665,1.4594,1.3656,-14.25
Michigan,"[-84.638671875,44.84029065139799]",16,India,"[78.662109375,22.228090416784486]",261.55,296.76,318.86,308.84,0.4403,0.5154,0.591,0.5645,-3.14
Kentucky,"[-85.26489257812499,37.501010429493284]",21,United Arab Emirates,"[54.4921875,23.75518176611264]",261.29,313.71,214.27,168.25,1.0282,1.1302,0.7751,0.5762,-21.48
Tennessee,"[-85.98175048828124, 35.980228800645676]",20,Switzerland,"[8.3880615234375,46.76620587423741]",261.12,295.17,270.87,269.53,0.8041,0.8877,0.8312,0.8575,-0.49
Massachusetts,"[-72.0703125,42.32606244456202]",22,Spain,"[-3.076171875,40.27952566881291]",260.87,205.51,233.64,220.1,0.973,0.7505,0.9239,0.8501,-5.8
North Carolina,"[-79.530029296875,35.55010533588552]",16,Ireland,"[-7.745361328125,53.225768435790194]",260.63,276.96,379.76,454.42,0.8881,0.8815,1.2574,1.5067,19.66
Wisconsin,"[-89.77203369140625, 44.70575417971902]",19,Singapore,"[103.84552001953125,1.3154972002419345]",259.15,245.65,221.18,201.16,1.1213,1.0487,0.9857,0.9569,-9.05
North Carolina,"[-79.530029296875,35.55010533588552]",21,Dominican Republic,"[-70.18615722656249,18.92707243132612]",256.3,339.36,336.28,318.35,0.8733,1.0801,1.1134,1.0555,-5.33
Tennessee,"[-85.98175048828124, 35.980228800645676]",17,India,"[78.662109375,22.228090416784486]",256.19,260.54,292.28,299.93,0.7889,0.7836,0.8969,0.9542,2.62
Delaware,"[-75.45135498046875,38.982897808179985]",4,Saudi Arabia,"[46.23046874999999,24.206889622398023]",254.49,184.68,704.67,373.96,4.7772,3.506,13.0306,8.2508,-46.93
Utah,"[-111.6046142578125, 39.24501680713314]",8,Netherlands,"[5.537109374999999,52.02545860348814]",254.47,387.78,364.85,448.26,1.5795,3.1723,2.7415,3.7115,22.86
Minnesota,"[-94.02099609375,46.30899569419859]",18,Italy,"[13.0078125,42.5530802889558]",253.12,228.21,207.96,218.73,1.2193,1.0665,1.039,1.1391,5.18
Missouri,"[-92.515869140625,38.151837403006766]",11,Singapore,"[103.84552001953125,1.3154972002419345]",251.68,259.17,187.19,200.79,1.9422,1.8265,1.3716,1.441,7.27
Indiana,"[-86.15478515625,39.85072092501597]",23,Taiwan,"[120.9375,23.725011735951796]",250.8,247.01,172.55,181.02,0.733,0.6941,0.5102,0.5223,4.91
Puerto Rico,"[-66.533203125,18.2397859708389]",17,Brazil,"[-51.240234375,-9.44906182688142]",250.53,280.36,191.62,189.27,1.2548,1.3824,0.9496,0.9517,-1.23
Colorado,"[-105.677490234375,39.198205348894795]",11,Hong Kong,"[114.13970947265625,22.403410892712124]",250.3,258.63,237.98,207.05,2.9292,3.0923,2.9933,2.7314,-13
Wisconsin,"[-89.77203369140625, 44.70575417971902]",16,Hong Kong,"[114.13970947265625,22.403410892712124]",250.1,250.97,236.92,230.1,1.0822,1.0713,1.0559,1.0946,-2.88
Michigan,"[-84.638671875,44.84029065139799]",23,Switzerland,"[8.3880615234375,46.76620587423741]",246.51,230.26,201.02,219.71,0.415,0.3999,0.3726,0.4016,9.3
Unidentified,"[-126.71630859375, 40.98819156349393]",25,New Zealand,"[172.44140625,-42.553080288955805]",245.85,263.22,242.97,234.06,0.5155,0.5369,0.5194,0.5114,-3.66
North Carolina,"[-79.530029296875,35.55010533588552]",24,Indonesia,"[120.234375,-2.0210651187669897]",245.34,237.48,230.39,238.69,0.836,0.7558,0.7628,0.7914,3.6
Indiana,"[-86.15478515625,39.85072092501597]",20,Singapore,"[103.84552001953125,1.3154972002419345]",245.2,195.68,214.2,244.11,0.7166,0.5498,0.6334,0.7044,13.96
Missouri,"[-92.515869140625,38.151837403006766]",9,Australia,"[134.560546875,-25.641526373065755]",244.21,204.99,219.39,262.52,1.8846,1.4446,1.6075,1.884,19.66
Nebraska,"[-99.7998046875,41.812267143599804]",7,Hong Kong,"[114.13970947265625,22.403410892712124]",243.66,302.47,237.78,191.01,3.2958,3.8338,3.5685,2.9937,-19.67
Connecticut,"[-72.6800537109375,41.67086022030498]",14,Qatar,"[51.2127685546875,25.304303764403617]",243.57,200.45,103.56,217.79,1.4828,1.2557,0.6794,1.513,110.3
Oregon,"[-120.21240234375001,43.76315996157264]",15,Netherlands,"[5.537109374999999,52.02545860348814]",243.21,276.69,302.66,295.78,1.3052,1.3246,1.5068,1.3597,-2.27
Nevada,"[-116.8505859375,39.45316112807394]",6,Japan,"[138.8671875,36.4566360115962]",243.02,244.68,156.73,187.07,2.793,3.1811,1.8084,1.9161,19.36
South Carolina,"[-80.9197998046875, 33.904616008362325]",25,Italy,"[13.0078125,42.5530802889558]",243,330.47,191.48,222.5,0.9225,1.11,0.6179,0.7104,16.2
New York,"[-75.706787109375,42.771211138625894]",25,Dominican Republic,"[-70.18615722656249,18.92707243132612]",242.79,217.91,274.12,330.2,0.281,0.2453,0.3297,0.4304,20.46
Idaho,"[-114.521484375,44.37098696297173]",5,Malaysia,"[102.3486328125,3.5134210456400448]",242.37,194.22,122.95,344.85,4.1865,3.7802,2.8627,7.0713,180.48
Puerto Rico,"[-66.533203125,18.2397859708389]",21,Taiwan,"[120.9375,23.725011735951796]",242.21,136.1,152.43,111.06,1.2131,0.6711,0.7553,0.5585,-27.14
Delaware,"[-75.45135498046875,38.982897808179985]",6,Germany,"[10.17333984375,51.12421275782688]",241.63,390.62,262.87,310.96,4.5358,7.4157,4.861,6.8608,18.29
Alabama,"[-86.3092803955078,32.36662317982762]",11,India,"[78.662109375,22.228090416784486]",241.35,225.66,202.45,276.41,1.2504,1.1602,1.0475,1.3535,36.53
Delaware,"[-75.45135498046875,38.982897808179985]",3,United Arab Emirates,"[54.4921875,23.75518176611264]",241.28,291.81,387.23,381.68,4.5292,5.5398,7.1604,8.421,-1.43
Colorado,"[-105.677490234375,39.198205348894795]",7,Germany,"[10.17333984375,51.12421275782688]",239.9,253.63,261.65,326.31,2.8075,3.0325,3.291,4.3047,24.71
North Dakota,"[-100.43701171875,47.4355191531953]",2,Mexico,"[-102.3046875,23.926013033021192]",238.25,320.02,294.3,256.52,5.4127,5.8048,7.3085,4.8278,-12.84
Connecticut,"[-72.6800537109375,41.67086022030498]",12,Belgium,"[4.7515869140625,50.73297844827752]",238.02,226.45,259.92,241.81,1.449,1.4186,1.7053,1.6799,-6.97
Virginia,"[-78.62091064453125, 37.67077737288316]",15,Switzerland,"[8.3880615234375,46.76620587423741]",237.52,211.3,234.9,242.34,1.3272,1.0897,1.3196,1.4855,3.17
Kansas,"[-98.19580078125,38.53957267203905]",8,France,"[2.28515625,47.15984001304432]",237.04,245.07,248.67,293.54,1.9025,2.0386,2.3261,2.8831,18.04
Maryland,"[-76.83425903320312,39.470125122358176]",13,"Korea, South","[128.056640625,36.527294814546245]",236.81,191.05,201.12,233.45,2.0159,1.5624,2.0009,2.4171,16.07
Nebraska,"[-99.7998046875,41.812267143599804]",6,Australia,"[134.560546875,-25.641526373065755]",236.76,200.24,182.64,201.19,3.2025,2.5381,2.7409,3.1533,10.16
West Virginia,"[-80.71380615234375, 38.732661120482334]",19,Morocco,"[-5.86669921875,32.24997445586331]",235.81,190.48,9.26,45.27,2.7007,2.5073,0.1587,0.8973,388.9
Pennsylvania,"[-78.28857421875,41.09591205639546]",25,Dominican Republic,"[-70.18615722656249,18.92707243132612]",235.03,216.51,185.37,236.26,0.5707,0.5358,0.47,0.6476,27.46
Missouri,"[-92.515869140625,38.151837403006766]",16,Saudi Arabia,"[46.23046874999999,24.206889622398023]",234.49,219.18,157.25,112.91,1.8095,1.5447,1.1522,0.8103,-28.2
Michigan,"[-84.638671875,44.84029065139799]",20,Hong Kong,"[114.13970947265625,22.403410892712124]",232.28,316.72,200.22,264.51,0.391,0.5501,0.3711,0.4834,32.11
Virginia,"[-78.62091064453125, 37.67077737288316]",16,Hong Kong,"[114.13970947265625,22.403410892712124]",229.59,213.13,183.66,239.65,1.2829,1.0991,1.0317,1.469,30.49
